Provider ID,Hospital name,State,ZIP Code,Latitude,Longitude,Review Score,Hip and Knee Replacement Score,Hip and Knee Replacement Lower,Hip and Knee Replacement Upper,Heart Failure Death Score,Heart Failure Death Lower,Heart Failure Death Upper,Blood clots post surgery Score,Blood clots post surgery Lower,Blood clots post surgery Upper,Heart Attack Death Score,Heart Attack Death Lower,Heart Attack Death Upper,Post surgery Sepsis Score,Post surgery Sepsis Lower,Post surgery Sepsis Upper,Postop Respiratory Failure Score,Postop Respiratory Failure Lower,Postop Respiratory Failure Upper,Postop Dialysis need Score,Postop Dialysis need Lower,Postop Dialysis need Upper,Surgical Complication Deaths Score,Surgical Complication Deaths Lower,Surgical Complication Deaths Upper,Pneumonia death Score,Pneumonia death Lower,Pneumonia death Upper,Stroke death Score,Stroke death Lower,Stroke death Upper,Num_OB/GYN,Num_Ortho,Num_Pediatric,Num_Addiction,Num_Prev_Care,Num_Assist
050153,O'CONNOR HOSPITAL,CA,95128,37.327054,-121.937154,90.0,2.2,1.4,3.7,12.3,9.7,15.5,3.37,1.07,5.66,14.7,11.8,18.0,4.87,1.51,8.23,12.46,6.16,18.77,1.44,0.11,2.78,189.90,143.76,236.05,15.8,13.3,18.5,12.3,9.4,15.7,4,12,0,0,52,23
050158,ENCINO HOSPITAL MEDICAL CENTER,CA,91436,34.156826,-118.486948,,,Not Available,Not Available,8.3,6.1,11.3,3.37,0.58,6.15,11.3,8.9,14.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11.2,8.7,14.1,Not Available,Not Available,Not Available,0,2,0,0,1,24
050159,VENTURA COUNTY MEDICAL CENTER,CA,93003,34.279055,-119.254355,,2.5,1.4,4.7,12.1,8.5,17.2,4.27,1.68,6.85,14.4,10.8,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.9,12.2,20.7,17.1,13.0,22.1,3,6,8,0,115,30
050167,SAN JOAQUIN GENERAL HOSPITAL,CA,95231,37.886492,-121.282061,,,Not Available,Not Available,13.9,9.6,20.1,3.18,0.47,5.89,Not Available,Not Available,Not Available,4.93,1.06,8.81,6.67,0,14.42,1.30,0,2.76,Not Available,Not Available,Not Available,16.7,12.0,22.3,13.6,9.8,18.6,0,22,0,0,23,14
050168,ST JUDE MEDICAL CENTER,CA,92835,33.893503,-117.927952,,2.5,1.6,3.8,12,9.8,14.6,2.77,0.79,4.75,12.9,10.5,15.8,4.60,1.51,7.69,5.73,0.54,10.93,1.68,0.39,2.96,156.08,116.22,195.94,15.7,13.7,17.8,15.8,12.9,19.0,22,54,7,0,109,147
050169,PIH HEALTH HOSPITAL-WHITTIER,CA,90602,33.967433,-118.048143,,2.0,1.3,3.2,8.4,6.5,10.5,2.81,0.71,4.90,12.1,9.9,14.7,3.98,0.5,7.45,6.31,0.36,12.26,1.17,0,2.55,152.80,109.26,196.34,12.5,10.5,14.6,12.7,10.2,15.5,11,23,0,2,60,63
050174,SANTA ROSA MEMORIAL HOSPITAL,CA,95405,38.442954,-122.701112,,2.5,1.8,3.6,8.9,7.1,10.9,6.21,4.41,8.00,12.5,10.5,14.9,3.46,0.44,6.47,5.58,0.45,10.71,0.90,0,2.12,182.50,141.22,223.78,17.7,15.4,20.2,18.2,15.3,21.3,20,21,2,0,63,123
050179,EMANUEL MEDICAL CENTER,CA,95382,37.510487,-120.837491,,2.8,1.7,4.7,12.5,9.9,15.9,4.19,1.75,6.62,12.6,10.3,15.1,5.03,1.39,8.66,8.39,1.55,15.24,1.20,0,2.61,167.62,122.19,213.05,16.7,14.4,19.4,15.8,12.3,20.2,6,9,0,0,40,7
050180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,CA,94598,37.914297,-122.042071,90.0,2.1,1.5,3.0,10,8.4,11.8,2.98,1.29,4.67,11.2,9.0,13.7,3.46,0.63,6.3,9.31,5.07,13.56,1.63,0.36,2.9,155.95,117.13,194.78,14.6,12.9,16.4,13.4,11.2,15.9,31,58,7,0,142,165
050189,GEORGE L MEE MEMORIAL HOSPITAL,CA,93930,36.206819,-121.132137,,,Not Available,Not Available,12.1,8.2,18.0,3.80,0.84,6.76,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.8,11.3,22.0,Not Available,Not Available,Not Available,0,7,0,0,6,7
050191,ST MARY MEDICAL CENTER,CA,90813,33.779954,-118.186683,,,Not Available,Not Available,11.4,8.3,15.7,5.17,2.59,7.75,13.3,10.2,17.1,5.39,1.62,9.15,5.75,0,12.95,1.23,0,2.65,186.83,140.73,232.94,16.4,12.9,20.3,14.6,10.8,19.2,2,9,0,0,6,11
050192,ADVENTIST HEALTH REEDLEY,CA,93654,36.607812,-119.451695,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16.6,12.1,22.0,Not Available,Not Available,Not Available,2,0,0,0,38,8
050194,WATSONVILLE COMMUNITY HOSPITAL,CA,95076,36.92828,-121.793721,,2.5,1.4,4.3,13.4,9.9,17.9,3.80,1.05,6.55,13.4,10.0,17.7,4.98,1.09,8.87,8.65,0.92,16.38,1.30,0,2.76,Not Available,Not Available,Not Available,15.9,12.8,19.4,15.6,11.9,20.2,1,7,0,1,38,17
050195,WASHINGTON HOSPITAL,CA,94538,37.557653,-121.98087,,1.4,1.0,1.9,10,7.9,12.5,2.39,0.55,4.22,12.2,9.8,15.1,6.78,3.73,9.83,8.69,3.66,13.72,1.02,0,2.31,157.05,111.78,202.32,15,13.0,17.3,14.9,12.1,18.4,22,19,0,0,28,49
050197,SEQUOIA HOSPITAL,CA,94062,37.480987,-122.253223,,1.9,1.2,2.8,9.6,7.3,12.4,3.57,1.42,5.72,13.7,10.7,17.2,3.26,0.33,6.2,8.74,3.15,14.33,0.72,0,1.81,169.31,121.23,217.4,13.6,11.0,16.5,14.1,10.9,18.0,5,16,4,0,5,108
050204,PALMDALE REGIONAL MEDICAL CENTER,CA,93552,34.585688,-118.14364,91.0,2.7,1.7,4.3,12.2,9.5,15.7,4.55,2.22,6.87,11.4,8.9,14.5,6.70,3.34,10.06,10.67,4.92,16.42,1.55,0.17,2.94,144.46,100.78,188.15,16,13.0,19.7,13.1,9.6,17.2,0,11,0,0,8,16
050205,EAST VALLEY GLENDORA HOSPITAL,CA,91740,34.128685,-117.865193,,,Not Available,Not Available,10.9,7.4,15.7,3.62,0.73,6.51,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11.2,8.6,14.3,Not Available,Not Available,Not Available,0,1,0,4,25,9
050211,ALAMEDA HOSPITAL,CA,94501,37.76323,-122.253541,,,Not Available,Not Available,11.2,8.3,15.0,5.09,2.27,7.92,13.9,10.9,17.3,5.14,1.19,9.09,7.30,0,15.41,1.31,0,2.78,Not Available,Not Available,Not Available,16.8,14.0,19.8,11.7,8.9,15.0,1,11,0,0,10,12
050222,SHARP CHULA VISTA MEDICAL CENTER,CA,91911,32.618448,-117.02399,,2.1,1.2,3.6,9.9,8.1,12.1,2.25,0.13,4.37,14.1,11.2,17.8,5.64,2.22,9.05,4.96,0,11.64,1.44,0.11,2.78,166.13,124.19,208.06,14.7,12.6,17.1,12.7,10.0,16.0,3,21,0,0,24,25
050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,CA,92663,33.61837,-117.91708999999999,97.0,,Not Available,Not Available,11.1,9.4,13.2,3.22,1.70,4.75,13.3,11.0,16.1,4.22,2.17,6.28,4.17,0.88,7.45,1.60,0.71,2.49,157.87,122.63,193.11,14.1,12.7,15.5,12.6,10.5,14.9,37,50,4,2,133,232
050225,ADVENTIST HEALTH FEATHER RIVER,CA,95969,39.756161,-121.572305,,1.9,1.2,3.1,12.1,9.7,15.1,4.54,2.12,6.97,13.8,10.7,17.4,6.22,2.63,9.81,9.50,2.81,16.2,1.26,0,2.69,162.56,113.91,211.22,14.7,12.4,17.3,12.9,10.0,16.6,9,7,0,0,23,27
050226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,CA,92801,33.847138,-117.933934,94.0,2.5,1.4,4.3,9.7,7.4,12.4,4.64,2.19,7.08,12.7,9.6,16.3,6.32,2.88,9.76,7.27,0.2,14.34,1.37,0.07,2.67,141.37,97.86,184.87,14,11.6,16.7,12.4,9.2,16.3,6,5,0,0,15,34
050228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,CA,94110,37.756171,-122.406608,,2.6,1.5,4.6,10.5,7.3,14.6,5.95,3.57,8.34,13.9,10.8,17.6,5.43,1.88,8.98,7.66,1.12,14.21,2.01,0.6,3.43,188.35,148.66,228.04,17.5,13.8,21.8,14.3,10.8,18.6,25,85,2,0,98,92
050230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,CA,92843,33.774471000000005,-117.913645,,,Not Available,Not Available,8.2,5.9,11.1,3.55,0.90,6.21,13.6,10.7,16.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11.2,9.4,13.2,13.2,10.0,17.2,0,2,0,0,4,17
050231,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,91767,34.077639000000005,-117.752329,,2.5,1.4,4.5,11.3,8.7,14.5,3.21,0.84,5.58,13.7,11.0,16.9,5.05,1.41,8.7,5.43,0,12.42,1.13,0,2.5,155.43,115.05,195.8,17,14.3,20.0,12.7,10.1,15.7,3,18,0,0,103,31
050232,FRENCH HOSPITAL MEDICAL CENTER,CA,93401,35.278663,-120.650212,,2.6,1.8,3.8,14.1,11.0,18.1,2.59,0.32,4.87,12.7,10.1,15.7,4.12,0.83,7.42,7.34,0.91,13.76,0.98,0,2.26,187.61,139.59,235.63,18.3,14.9,21.8,12.8,9.7,16.7,10,19,1,0,41,92
050234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,CA,92118,32.694257,-117.167947,,2.1,1.3,3.4,12.3,8.6,17.2,5.04,2.37,7.72,Not Available,Not Available,Not Available,4.83,1,8.66,6.22,0,13.71,1.30,0,2.76,Not Available,Not Available,Not Available,16.2,12.3,20.7,Not Available,Not Available,Not Available,0,17,8,0,22,19
050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,CA,91505,34.157643,-118.327841,94.0,2.4,1.6,3.8,11,9.2,13.1,2.90,1.04,4.75,12.2,9.8,15.0,6.56,3.57,9.55,11.06,6.1,16.03,0.96,0,2.21,137.68,97.98,177.38,14.1,12.1,16.3,15,12.6,17.7,15,8,0,0,26,83
050236,ADVENTIST HEALTH SIMI VALLEY,CA,93065,34.288837,-118.74396000000002,,3.2,1.7,6.0,12.2,9.6,15.3,4.39,1.90,6.89,13,10.1,16.4,4.40,0.74,8.05,6.59,0,13.32,1.22,0,2.64,167.26,120.04,214.48,14,11.5,17.0,11.5,8.7,15.0,6,9,0,0,24,21
050238,METHODIST HOSPITAL OF SOUTHERN CA,CA,91006,34.134862,-118.042446,95.0,3.0,2.0,4.5,8.6,6.9,10.6,2.70,0.74,4.65,11.6,9.4,14.2,6.29,3,9.58,17.14,11.71,22.57,1.47,0.12,2.82,160.34,118.96,201.72,14.2,12.7,15.9,10.8,8.5,13.4,3,16,5,0,9,55
050239,GLENDALE ADVENTIST MEDICAL CENTER,CA,91206,34.149161,-118.230354,,3.2,2.2,4.5,8.1,6.5,9.9,4.79,2.93,6.65,11,8.8,13.7,5.18,2.19,8.16,10.14,5.2,15.09,1.20,0,2.42,160.70,120.41,200.98,14.2,12.5,16.1,12.6,10.0,15.7,7,26,4,2,73,49
050242,DOMINICAN HOSPITAL,CA,95065,36.988341,-121.983818,,3.1,2.0,4.8,12.5,10.3,15.2,3.09,1.09,5.09,12.7,10.1,15.7,5.18,2.2,8.16,5.90,0.64,11.16,1.38,0.21,2.54,145.37,106.66,184.08,18.2,15.5,21.3,14.6,11.8,18.0,2,29,0,0,71,116
050243,DESERT REGIONAL MEDICAL CENTER,CA,92262,33.838861,-116.545598,,2.7,1.6,4.5,14.4,11.2,18.2,4.12,1.99,6.25,15.2,12.1,18.7,5.75,2.09,9.41,9.91,3.07,16.76,1.61,0.2,3.03,186.04,148.24,223.83,16.1,13.0,19.9,14.6,11.6,18.3,10,20,5,2,33,23
050245,ARROWHEAD REGIONAL MEDICAL CENTER,CA,92324,34.072884,-117.352833,89.0,,Not Available,Not Available,10.9,7.4,15.3,3.00,0.37,5.63,12.8,9.5,17.1,5.02,1.11,8.92,7.09,0,15.07,1.30,0,2.76,Not Available,Not Available,Not Available,15.9,12.4,20.2,13,9.7,17.0,9,39,1,0,38,40
050248,NATIVIDAD MEDICAL CENTER,CA,93906,36.695471999999995,-121.63124,,,Not Available,Not Available,12,8.1,17.5,3.65,0.96,6.35,Not Available,Not Available,Not Available,5.86,1.93,9.79,7.33,0,15.46,1.30,0,2.76,Not Available,Not Available,Not Available,17.1,12.6,22.8,13.9,10.3,18.9,3,10,3,0,48,16
050254,MARSHALL MEDICAL CENTER,CA,95667,38.724483,-120.790643,,2.5,1.5,4.1,14,11.3,17.2,3.70,1.29,6.11,15.2,11.9,19.2,5.51,1.93,9.09,7.66,1.1,14.21,1.24,0,2.67,162.52,111.72,213.32,16,13.8,18.5,13.8,10.6,17.7,8,8,0,0,32,39
050257,GOOD SAMARITAN HOSPITAL,CA,93308,35.412258,-119.039498,,,Not Available,Not Available,10,6.6,15.1,3.70,0.78,6.62,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15,10.7,20.7,Not Available,Not Available,Not Available,0,0,0,0,3,0
050261,SIERRA VIEW MEDICAL CENTER,CA,93257,36.069573,-119.027274,92.0,2.5,1.4,4.2,13.8,10.8,17.2,3.82,1.23,6.41,16.9,13.1,21.3,6.19,2.4,9.98,5.93,0,13.24,1.28,0,2.74,181.01,129.47,232.55,20.1,17.0,23.6,14.6,11.3,18.7,4,6,4,0,21,28
050262,RONALD REAGAN U C L A MEDICAL CENTER,CA,90095,34.063939000000005,-118.445411,94.0,,Not Available,Not Available,9.1,6.9,11.8,4.75,3.23,6.27,12.2,9.8,15.2,6.53,4.66,8.41,8.78,5.52,12.04,1.25,0.42,2.08,143.32,113.28,173.35,14.7,12.2,17.6,11,8.8,13.5,64,39,113,0,59,479
050272,REDLANDS COMMUNITY HOSPITAL,CA,92373,34.038404,-117.206414,,2.5,1.6,3.8,11.6,8.4,15.8,2.95,0.53,5.38,12.9,9.8,16.6,5.49,1.92,9.05,11.49,5.07,17.91,1.25,0,2.68,162.26,112.88,211.64,17.2,14.3,20.6,14.5,11.3,18.3,2,37,0,0,37,56
050276,CONTRA COSTA REGIONAL MEDICAL CENTER,CA,94553,38.006467,-122.130891,92.0,,Not Available,Not Available,11.5,8.2,16.0,3.37,0.58,6.15,Not Available,Not Available,Not Available,4.52,0.81,8.22,6.89,0.1,13.69,1.28,0,2.73,Not Available,Not Available,Not Available,16.5,12.6,21.6,13.6,9.5,19.0,2,2,0,0,5,5
050278,PROVIDENCE HOLY CROSS MEDICAL CENTER,CA,91346,34.279013,-118.45948500000002,92.0,2.6,1.5,4.1,10,8.0,12.3,2.64,0.49,4.79,12.2,9.5,15.4,6.80,3.54,10.06,13.06,7.47,18.65,1.12,0,2.47,153.34,110.08,196.6,15,12.9,17.5,12.7,9.8,15.8,7,8,0,0,14,48
050279,HI-DESERT MEDICAL CENTER,CA,92252,34.132676000000004,-116.276709,,2.6,1.4,4.6,16.1,12.0,21.3,4.74,1.85,7.62,Not Available,Not Available,Not Available,5.17,1.21,9.14,7.48,0,15.69,1.30,0,2.76,Not Available,Not Available,Not Available,19,14.4,24.4,Not Available,Not Available,Not Available,0,0,0,0,9,4
050280,MERCY MEDICAL CENTER REDDING,CA,96001,40.572215,-122.39542800000001,,1.5,1.0,2.2,17,14.6,19.8,2.99,1.30,4.69,17.7,14.9,20.9,4.85,2.08,7.62,10.50,6.39,14.62,1.24,0,2.48,167.76,131.64,203.88,21.2,18.7,24.1,18.7,15.7,22.1,6,15,1,0,45,48
050281,ALHAMBRA HOSPITAL MEDICAL CENTER,CA,91801,34.090156,-118.145017,94.0,,Not Available,Not Available,11.2,8.4,14.7,3.32,0.55,6.08,11.7,9.2,14.8,4.95,1.08,8.83,7.07,0,15.05,1.29,0,2.75,Not Available,Not Available,Not Available,10.7,8.9,12.6,Not Available,Not Available,Not Available,0,4,0,0,7,15
050283,STANFORD HEALTH CARE - VALLEYCARE,CA,94588,37.692133,-121.880027,,2.0,1.3,3.1,11.2,8.8,14.2,3.38,1.19,5.57,13.5,10.7,16.9,4.65,1.36,7.93,3.06,0,8.31,1.08,0,2.41,167.16,119.56,214.77,16.3,14.2,18.8,14.2,10.6,18.2,20,45,0,0,33,106
050289,SETON MEDICAL CENTER,CA,94015,37.680315,-122.47291,89.0,2.2,1.3,3.9,8.5,6.6,10.8,4.59,2.15,7.02,13.2,10.5,16.4,5.14,1.46,8.82,14.99,8.08,21.9,1.24,0,2.67,167.65,122.28,213.02,14.1,11.7,16.8,13.5,10.1,17.2,5,30,1,0,15,16
050290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,CA,90404,34.03007,-118.478305,94.0,1.2,0.9,1.7,9.5,7.7,11.6,4.04,2.51,5.57,11.2,9.1,13.9,6.32,4.11,8.52,9.78,6.48,13.08,1.79,0.74,2.85,184.49,145.19,223.79,13.3,11.8,15.2,13.6,11.0,16.6,22,43,2,0,20,97
050291,SUTTER SANTA ROSA REGIONAL HOSPITAL,CA,95403,38.496306,-122.750707,,3.0,1.9,4.5,12.8,9.7,16.6,2.84,0.61,5.07,13.1,10.0,16.7,6.58,3.5,9.65,5.77,0.61,10.94,0.90,0,2.12,149.00,101.47,196.53,17.8,14.1,22.3,13.5,10.0,17.7,14,14,3,0,37,69
050292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,CA,92555,33.910053999999995,-117.195824,,,Not Available,Not Available,12.3,8.8,17.0,5.52,2.85,8.19,14,10.5,18.5,6.47,2.59,10.35,6.86,0,14.72,1.28,0,2.73,157.13,112.11,202.15,12.6,9.3,16.8,13.7,10.5,17.7,32,24,3,0,9,38
050295,MERCY HOSPITAL,CA,93301,35.373323,-119.027386,,2.6,1.6,4.1,12.2,9.0,16.4,2.88,0.49,5.28,13.2,9.9,17.1,5.05,1.4,8.7,16.42,9.83,23,1.22,0,2.63,173.53,125.28,221.78,17.6,14.3,21.3,13.5,10.1,17.9,5,17,0,0,6,50
050296,HAZEL HAWKINS MEMORIAL HOSPITAL,CA,95023,36.835122,-121.38662,,2.6,1.5,4.6,13.9,10.2,19.2,4.07,1.22,6.92,13.9,10.5,18.0,5.05,1.14,8.97,7.04,0,15,1.30,0,2.76,Not Available,Not Available,Not Available,19.9,15.7,25.1,13.6,9.8,18.0,4,8,0,0,14,10
050298,BARSTOW COMMUNITY HOSPITAL,CA,92311,34.893696000000006,-117.0166,,,Not Available,Not Available,10,7.1,14.4,3.47,0.64,6.30,12,8.9,16.1,4.90,1.04,8.75,6.65,0,14.39,1.29,0,2.74,Not Available,Not Available,Not Available,16.4,12.2,21.4,14.8,10.8,20.2,3,2,0,0,6,5
050300,ST MARY MEDICAL CENTER,CA,92307,34.542046,-117.265602,,2.5,1.5,4.2,8.1,6.2,10.5,6.12,3.84,8.40,11.7,9.3,14.6,5.70,2.26,9.13,10.88,4.23,17.52,1.03,0,2.34,154.15,107.55,200.75,15.6,12.5,19.0,14,10.6,18.3,7,9,1,0,5,22
050301,ADVENTIST HEALTH UKIAH VALLEY,CA,95482,39.153019,-123.2038,93.0,2.6,1.5,4.4,16.1,12.6,20.3,2.90,0.31,5.48,14.3,11.0,18.7,4.95,1.35,8.55,7.81,1.24,14.39,1.24,0,2.67,Not Available,Not Available,Not Available,14.7,11.6,18.4,18.7,14.6,23.5,6,21,1,0,24,39
050305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,CA,94705,37.856488,-122.257329,,2.0,1.2,3.3,13.6,10.7,17.2,4.01,1.83,6.19,12,9.0,15.8,7.59,4.13,11.05,5.39,0,10.87,1.19,0,2.59,156.51,110.51,202.52,14.5,11.9,17.5,11.9,9.0,15.5,33,38,0,0,77,138
050308,EL CAMINO HOSPITAL,CA,94040,37.369341,-122.077933,,2.3,1.6,3.3,11.4,9.5,13.6,3.94,2.21,5.67,11.1,8.9,13.7,5.63,3.1,8.15,3.88,0,8.16,1.18,0.19,2.16,169.22,129.15,209.29,15.3,13.4,17.3,13.8,11.4,16.5,15,49,1,0,29,108
050309,SUTTER ROSEVILLE MEDICAL CENTER,CA,95661,38.74073,-121.25603000000001,,3.0,2.1,4.3,15.4,13.1,17.9,3.46,1.70,5.23,12.3,10.1,14.8,3.20,0.3,6.11,5.27,0.93,9.62,1.02,0,2.32,202.73,160.03,245.42,18.4,16.2,20.7,14,11.4,16.8,23,48,1,0,136,58
050313,SUTTER TRACY COMMUNITY HOSPITAL,CA,95376,37.744232000000004,-121.43494,,3.2,1.8,5.5,10.8,7.7,14.9,4.31,1.56,7.06,13.1,9.9,17.1,5.05,1.13,8.96,7.14,0,15.15,1.31,0,2.78,Not Available,Not Available,Not Available,15,11.5,19.5,13.8,10.3,18.4,12,8,6,0,34,9
050315,KERN MEDICAL CENTER,CA,93306,35.380964,-118.967546,88.0,2.7,1.4,4.8,Not Available,Not Available,Not Available,5.23,2.63,7.83,Not Available,Not Available,Not Available,5.54,1.72,9.36,7.92,0.53,15.32,1.28,0,2.73,161.69,113.15,210.23,16.3,11.7,22.1,Not Available,Not Available,Not Available,7,4,0,1,9,28
050320,HIGHLAND HOSPITAL,CA,94602,37.799234000000006,-122.231199,,,Not Available,Not Available,9.9,6.9,13.8,4.84,2.22,7.46,13.6,10.4,17.4,6.18,2.39,9.97,8.15,0.64,15.66,1.28,0,2.73,193.69,145.77,241.6,16.7,12.9,21.2,16.9,12.6,22.2,11,19,0,0,16,71
050324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,CA,92037,32.8855,-117.223022,94.0,1.6,1.1,2.6,10.9,8.9,13.3,3.82,2.07,5.57,14.4,11.8,17.6,4.41,1.87,6.95,7.43,3,11.85,0.99,0,1.98,166.70,130.44,202.97,14,11.7,16.5,15.8,13.1,18.9,26,32,0,1,43,144
050327,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,92354,34.049482,-117.261122,,3.2,2.1,4.8,9.2,7.0,11.7,3.77,2.08,5.46,14.2,11.4,17.6,5.77,3.36,8.18,5.09,1.27,8.9,1.65,0.57,2.73,164.26,130.8,197.71,14.5,11.8,17.8,14.2,11.3,17.7,55,69,22,0,116,222
050329,CORONA REGIONAL MEDICAL CENTER,CA,92882,33.873327,-117.566768,90.0,,Not Available,Not Available,9.1,6.8,12.2,4.12,1.43,6.80,13.6,10.3,17.4,5.04,1.13,8.95,8.66,0.97,16.36,1.30,0,2.77,146.70,99.59,193.81,13,10.2,16.4,14.9,11.1,19.3,2,13,0,0,9,36
050334,SALINAS VALLEY MEMORIAL HOSPITAL,CA,93901,36.659979,-121.646327,,2.0,1.2,3.2,12.2,10.0,14.9,3.65,1.57,5.74,13.2,10.7,16.0,6.04,2.82,9.27,16.33,10.88,21.78,0.97,0,2.23,189.79,148.68,230.91,15.2,12.8,17.9,14.7,11.9,18.2,13,14,1,0,79,54
050335,ADVENTIST HEALTH SONORA,CA,95370,37.976728,-120.369442,91.0,3.2,2.2,4.8,14.2,11.2,17.7,3.39,1.08,5.69,14.4,10.9,18.8,4.55,1.09,8.01,8.06,1.89,14.22,1.20,0,2.61,172.28,123.69,220.87,16.5,13.8,19.5,16.9,13.3,21.3,9,16,0,0,34,70
050336,ADVENTIST HEALTH LODI MEMORIAL,CA,95240,38.121634,-121.285787,,3.5,2.1,5.4,14.2,11.7,17.2,4.63,2.18,7.07,11.8,9.1,14.9,6.05,2.3,9.8,7.10,0.11,14.09,1.24,0,2.66,169.96,120.67,219.26,17.7,15.1,20.4,15.7,12.6,19.6,6,14,4,0,39,52
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,CA,92227,32.959947,-115.552723,,3.0,1.8,4.9,12.2,9.2,16.0,4.03,1.37,6.69,12.8,9.8,16.3,5.83,1.91,9.74,6.89,0,14.77,1.31,0,2.77,Not Available,Not Available,Not Available,14.3,11.9,17.2,12.7,9.8,16.2,6,2,0,0,26,14
050348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,CA,92868,33.780111,-117.894303,,3.4,2.0,5.6,10.2,7.6,13.5,4.03,2.23,5.82,14.9,11.4,19.0,4.84,2.51,7.17,5.21,1.52,8.9,1.03,0,2.16,160.85,121.82,199.89,17.1,13.9,20.6,16.7,13.6,20.1,16,14,9,0,20,132
050350,BEVERLY HOSPITAL,CA,90640,34.016032,-118.100526,,,Not Available,Not Available,8.7,6.4,11.6,3.43,0.82,6.04,13.7,11.1,16.9,4.74,0.95,8.54,6.12,0,13.54,1.26,0,2.69,161.20,113.67,208.74,12.2,9.9,14.8,14.8,11.2,19.5,2,2,2,0,16,18
050351,TORRANCE MEMORIAL MEDICAL CENTER,CA,90509,33.812644,-118.34375,95.0,2.4,1.6,3.5,10.7,8.8,12.8,3.35,1.56,5.15,13.9,11.8,16.5,4.04,1.29,6.8,6.39,1.87,10.91,1.38,0.21,2.55,194.06,155.52,232.6,15.2,13.4,17.3,12.1,9.8,14.9,39,53,1,1,111,75
050352,BARTON MEMORIAL HOSPITAL,CA,96150,38.912337,-119.997711,,3.1,1.9,5.1,11.2,7.8,16.0,3.16,0.46,5.86,Not Available,Not Available,Not Available,4.72,0.94,8.51,6.01,0,13.36,1.28,0,2.74,Not Available,Not Available,Not Available,13.2,10.1,17.5,14.1,10.0,19.1,4,28,3,0,21,37
050353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,CA,90503,33.837577,-118.35708,93.0,3.3,2.2,5.0,8.8,6.9,11.0,2.16,0.09,4.24,11.5,9.2,14.1,4.93,1.73,8.13,11.45,6,16.9,1.29,0.03,2.56,160.56,116.75,204.38,13.4,11.3,15.6,15.1,12.3,18.5,20,25,2,0,42,39
050357,GOLETA VALLEY COTTAGE HOSPITAL,CA,93111,34.433699,-119.809322,97.0,1.8,1.2,2.7,Not Available,Not Available,Not Available,2.68,0.20,5.17,Not Available,Not Available,Not Available,5.12,1.45,8.79,4.90,0,11.54,1.27,0,2.71,Not Available,Not Available,Not Available,15.3,11.1,20.6,Not Available,Not Available,Not Available,1,19,0,0,13,24
050360,MARIN GENERAL HOSPITAL,CA,94904,37.948884,-122.535897,,2.5,1.6,3.9,10.3,8.1,13.1,3.95,1.79,6.12,12.8,10.4,15.8,4.03,0.97,7.09,6.38,1.63,11.12,1.50,0.28,2.71,155.13,111.06,199.19,15.9,13.7,18.3,12.7,10.3,15.5,26,21,4,0,41,95
050367,NORTHBAY MEDICAL CENTER,CA,94533,38.261108,-122.048104,,2.1,1.2,3.6,10.5,8.3,13.1,4.06,1.86,6.25,14.4,11.8,17.6,6.01,2.48,9.55,8.20,1.43,14.98,1.50,0.14,2.86,180.37,135.74,225,19.6,16.8,22.6,13.8,11.2,16.8,1,19,0,0,34,59
