Hospital_Name,Provider ID,State,FISCAL_YEAR,DOMAIN_1_SCORE,DOMAIN_1_FOOTNOTE,DOMAIN_1_START_DATE,DOMAIN_1_END_DATE,PSI_90_W_Z_Score,PSI_90_FOOTNOTE,DOMAIN_2_SCORE,DOMAIN_2_FOOTNOTE,CLABSI_W_Z_SCORE,CLABSI_FOOTNOTE,CAUTI_W_Z_SCORE,CAUTI_FOOTNOTE,SSI_W_Z_SCORE,SSI_FOOTNOTE,MRSA_W_Z_SCORE,MRSA_FOOTNOTE,CDI_W_Z_SCORE,CDI_FOOTNOTE,DOMAIN_2_START_DATE,DOMAIN_2_END_DATE,TOTAL_HAC_SCORE,TOTAL_HAC_FOOTNOTE,PAYMENT_REDUCTION,PAYMENT_REDUCTION_FOOTNOTE
UCHEALTH BROOMFIELD HOSPITAL LLC,060129,CO,2019,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,Not Available,5 - Results are not available for this reporting period.,No,
"HOSPITAL OF CENTRAL CONNECTICUT, THE",070035,CT,2019,1.128,,10/01/2015,06/30/2017,1.128,,0.3402,,1.1529,,-0.1665,,-0.0085,,0.9019,,-0.1785,,01/01/2016,12/31/2017,0.4584,,Yes,
JOHN DEMPSEY HOSPITAL,070036,CT,2019,0.7335,,10/01/2015,06/30/2017,0.7335,,1.3592,,2.2018,,1.6948,,1.8741,,0.1679,,0.8576,,01/01/2016,12/31/2017,1.2654,,Yes,
PIEDMONT HOSPITAL,110083,GA,2019,1.5538,,10/01/2015,06/30/2017,1.5538,,0.0119,,0.8371,,-0.0619,,0.3144,,-0.103,,-0.9273,,01/01/2016,12/31/2017,0.2432,,No,
UCHEALTH GRANDVIEW HOSPITAL,060130,CO,2019,Not Available,5 - Results are not available for this reporting period.,10/01/2015,06/30/2017,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,Not Available,5 - Results are not available for this reporting period.,No,
ST FRANCIS HOSPITAL & MEDICAL CENTER,070002,CT,2019,-1.0861,,10/01/2015,06/30/2017,-1.0861,,-0.1034,,-0.1268,,-0.1613,,-0.1553,,-0.2652,,0.1917,,01/01/2016,12/31/2017,-0.2508,,No,
DAY KIMBALL HOSPITAL,070003,CT,2019,0.0859,,10/01/2015,06/30/2017,0.0859,,-0.0457,,Not Available,5 - Results are not available for this reporting period.,-1.5202,,2.1365,,Not Available,5 - Results are not available for this reporting period.,-0.7532,,01/01/2016,12/31/2017,-0.0259,,No,
SHARON HOSPITAL,070004,CT,2019,-0.6104,,10/01/2015,06/30/2017,-0.6104,,-1.7009,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.7009,,01/01/2016,12/31/2017,-1.5374,,No,
WATERBURY HOSPITAL,070005,CT,2019,0.5501,,10/01/2015,06/30/2017,0.5501,,0.4178,,1.0347,,0.7301,,-0.0911,,0.4337,,-0.0183,,01/01/2016,12/31/2017,0.4377,,Yes,
STAMFORD HOSPITAL,070006,CT,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.443,,-0.3429,,1.2848,,1.1291,,-1.1279,,1.2721,,01/01/2016,12/31/2017,0.7286,,Yes,
LAWRENCE & MEMORIAL HOSPITAL,070007,CT,2019,-1.2842,,10/01/2015,06/30/2017,-1.2842,,0.2604,,0.1132,,1.9076,,-0.825,,-0.638,,0.7443,,01/01/2016,12/31/2017,0.0287,,No,
JOHNSON MEMORIAL HOSPITAL,070008,CT,2019,-0.6626,,10/01/2015,06/30/2017,-0.6626,,0.3308,,Not Available,5 - Results are not available for this reporting period.,-0.4474,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,1.109,,01/01/2016,12/31/2017,0.1818,,No,
BRIDGEPORT HOSPITAL,070010,CT,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.2596,,-0.2635,,-0.3881,,0.6796,,0.3434,,0.9267,,01/01/2016,12/31/2017,0.5727,,Yes,
CHARLOTTE HUNGERFORD HOSPITAL,070011,CT,2019,2.0385,,10/01/2015,06/30/2017,2.0385,,0.5125,,0.1373,,0.1265,,-0.915,,2.196,,1.0179,,01/01/2016,12/31/2017,0.7414,,Yes,
ROCKVILLE GENERAL HOSPITAL,070012,CT,2019,-0.1602,,10/01/2015,06/30/2017,-0.1602,,0.7281,,2.2018,,-0.6777,,Not Available,5 - Results are not available for this reporting period.,0.0859,,1.3025,,01/01/2016,12/31/2017,0.5949,,Yes,
SAINT MARY'S HOSPITAL,070016,CT,2019,-0.3235,,10/01/2015,06/30/2017,-0.3235,,0.4437,,0.9313,,1.2813,,0.1328,,-0.4926,,0.3658,,01/01/2016,12/31/2017,0.3287,,No,
MIDSTATE MEDICAL CENTER,070017,CT,2019,2.1749,,10/01/2015,06/30/2017,2.1749,,1.1891,,1.1529,,-0.2869,,1.986,,1.1226,,1.9711,,01/01/2016,12/31/2017,1.337,,Yes,
GREENWICH HOSPITAL ASSOCIATION -,070018,CT,2019,1.5383,,10/01/2015,06/30/2017,1.5383,,0.1411,,0.0671,,0.2783,,0.7621,,-1.0443,,0.6421,,01/01/2016,12/31/2017,0.3506,,Yes,
"MILFORD HOSPITAL, INC",070019,CT,2019,-0.2672,,10/01/2015,06/30/2017,-0.2672,,-0.7678,,-1.4878,,0.1387,,-1.4966,,Not Available,5 - Results are not available for this reporting period.,-0.2255,,01/01/2016,12/31/2017,-0.6927,,No,
MIDDLESEX HOSPITAL,070020,CT,2019,0.6877,,10/01/2015,06/30/2017,0.6877,,0.0295,,0.1151,,0.7946,,-0.0562,,-1.0193,,0.3133,,01/01/2016,12/31/2017,0.1282,,No,
WINDHAM COMM MEM HOSP & HATCH HOSP,070021,CT,2019,-0.5956,,10/01/2015,06/30/2017,-0.5956,,2.0684,,Not Available,5 - Results are not available for this reporting period.,2.1658,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,1.9711,,01/01/2016,12/31/2017,1.6688,,Yes,
YALE-NEW HAVEN HOSPITAL,070022,CT,2019,-0.7088,,10/01/2015,06/30/2017,-0.7088,,0.3841,,0.514,,0.0585,,0.4851,,0.6879,,0.1751,,01/01/2016,12/31/2017,0.2202,,No,
WILLIAM W BACKUS HOSPITAL,070024,CT,2019,-0.4651,,10/01/2015,06/30/2017,-0.4651,,-0.163,,-0.5017,,0.355,,-0.2085,,-0.1264,,-0.3332,,01/01/2016,12/31/2017,-0.2083,,No,
HARTFORD HOSPITAL,070025,CT,2019,0.1162,,10/01/2015,06/30/2017,0.1162,,0.4087,,0.4863,,0.7475,,-0.0195,,-0.001,,0.83,,01/01/2016,12/31/2017,0.3648,,Yes,
MANCHESTER MEMORIAL HOSPITAL,070027,CT,2019,0.4025,,10/01/2015,06/30/2017,0.4025,,0.2233,,1.4244,,-0.3671,,1.5071,,-1.4406,,-0.0072,,01/01/2016,12/31/2017,0.2502,,No,
ST VINCENT'S MEDICAL CENTER,070028,CT,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.6567,,0.7393,,0.4458,,-0.0984,,0.4772,,1.7197,,01/01/2016,12/31/2017,0.9102,,Yes,
BRISTOL HOSPITAL,070029,CT,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,-1.1732,,-0.9763,,-1.5202,,-1.137,,-1.4406,,-0.7919,,01/01/2016,12/31/2017,-1.2309,,No,
GRIFFIN HOSPITAL,070031,CT,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.0183,,-0.7713,,-0.1037,,-1.4966,,1.89,,0.573,,01/01/2016,12/31/2017,0.3676,,Yes,
"CONNECTICUT HOSPICE INC,THE",070038,CT,2019,0.0808,,10/01/2015,06/30/2017,0.0808,,2.0836,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,2.196,18 - This result is not based on performance data; the hospital did not submit data and did not submit an HAI exemption form.,1.9711,18 - This result is not based on performance data; the hospital did not submit data and did not submit an HAI exemption form.,01/01/2016,12/31/2017,1.7831,,Yes,
MASONICARE HEALTH CENTER,070039,CT,2019,-0.0288,,10/01/2015,06/30/2017,-0.0288,,1.2243,,Not Available,5 - Results are not available for this reporting period.,2.1658,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,0.2829,,01/01/2016,12/31/2017,1.0364,,Yes,
HEBREW HOME AND HOSPITAL INC,070040,CT,2019,0.0352,,10/01/2015,06/30/2017,0.0352,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,0.0352,,No,
"CHRISTIANA CARE HEALTH SERVICES, INC.",080001,DE,2019,0.2562,,10/01/2015,06/30/2017,0.2562,,0.2106,,0.562,,-0.0374,,0.1218,,0.2866,,0.1199,,01/01/2016,12/31/2017,0.2174,,No,
ST FRANCIS HOSPITAL,080003,DE,2019,-0.7053,,10/01/2015,06/30/2017,-0.7053,,0.2223,,-0.6956,,-0.7596,,2.1365,,0.3518,,0.0784,,01/01/2016,12/31/2017,0.0832,,No,
"BAYHEALTH HOSPITAL, KENT CAMPUS",080004,DE,2019,0.2753,,10/01/2015,06/30/2017,0.2753,,-0.3139,,-0.8175,,-0.0217,,-0.3168,,-0.3287,,-0.0846,,01/01/2016,12/31/2017,-0.2255,,No,
NANTICOKE MEMORIAL HOSPITAL,080006,DE,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,0.4822,,0.9664,,-1.1818,,-0.2232,,0.8785,,1.9711,,01/01/2016,12/31/2017,0.1762,,No,
BEEBE MEDICAL CENTER,080007,DE,2019,1.2377,,10/01/2015,06/30/2017,1.2377,,0.4434,,0.6063,,0.9639,,0.2832,,-0.8337,,1.1975,,01/01/2016,12/31/2017,0.5626,,Yes,
BAYHEALTH - MILFORD MEMORIAL HOSPITAL,080009,DE,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.669,,-1.4878,,2.1658,,2.1365,,-1.4406,,1.9711,,01/01/2016,12/31/2017,0.9207,,Yes,
GEORGE WASHINGTON UNIV HOSPITAL,090001,DC,2019,1.5626,,10/01/2015,06/30/2017,1.5626,,0.8287,,1.5259,,1.3023,,-0.8452,,0.5926,,1.5677,,01/01/2016,12/31/2017,0.9387,,Yes,
HOWARD UNIVERSITY HOSPITAL,090003,DC,2019,-0.3076,,10/01/2015,06/30/2017,-0.3076,,0.4364,,2.2018,,0.3097,,0.1731,,1.146,,-1.6484,,01/01/2016,12/31/2017,0.3248,,No,
MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,090004,DC,2019,2.347,,10/01/2015,06/30/2017,2.347,,-0.0445,,-0.4629,,-0.184,,0.1126,,0.0291,,0.2829,,01/01/2016,12/31/2017,0.3143,,No,
SIBLEY MEMORIAL HOSPITAL,090005,DC,2019,1.4777,,10/01/2015,06/30/2017,1.4777,,-0.6685,,-1.2034,,-0.191,,-0.1993,,-0.8521,,-0.8969,,01/01/2016,12/31/2017,-0.3466,,No,
PROVIDENCE HOSPITAL,090006,DC,2019,0.5704,,10/01/2015,06/30/2017,0.5704,,0.5334,,1.6275,,-0.6271,,-0.8287,,0.6126,,1.8827,,01/01/2016,12/31/2017,0.539,,Yes,
UNITED MEDICAL CENTER,090008,DC,2019,0.0105,,10/01/2015,06/30/2017,0.0105,,-0.0349,,0.3496,,-1.2551,,-0.2782,,2.196,,-1.187,,01/01/2016,12/31/2017,-0.0281,,No,
MEDSTAR WASHINGTON HOSPITAL CENTER,090011,DC,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.6799,,0.1686,,0.0916,,1.1144,,0.6728,,1.3522,,01/01/2016,12/31/2017,0.93,,Yes,
UF HEALTH JACKSONVILLE,100001,FL,2019,0.8136,,10/01/2015,06/30/2017,0.8136,,1.2355,,1.8011,,1.5064,,0.9842,,1.4787,,0.4072,,01/01/2016,12/31/2017,1.1722,,Yes,
BETHESDA HOSPITAL EAST,100002,FL,2019,0.0169,,10/01/2015,06/30/2017,0.0169,,0.2736,,0.5805,,1.1732,,-0.3315,,0.6661,,-0.7201,,01/01/2016,12/31/2017,0.2351,,No,
ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER,100006,FL,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,-0.0729,,-0.2875,,-0.3445,,-0.192,,0.1712,,0.2884,,01/01/2016,12/31/2017,-0.2956,,No,
FLORIDA HOSPITAL,100007,FL,2019,0.7663,,10/01/2015,06/30/2017,0.7663,,-0.6753,,-0.5312,,-0.7963,,-0.8911,,-0.2083,,-0.9494,,01/01/2016,12/31/2017,-0.459,,No,
BAPTIST HOSPITAL OF MIAMI,100008,FL,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.432,,0.6636,,0.9133,,0.1823,,0.524,,-0.1233,,01/01/2016,12/31/2017,0.7192,,Yes,
LEE MEMORIAL HOSPITAL,100012,FL,2019,-0.7246,,10/01/2015,06/30/2017,-0.7246,,-0.0882,,-0.5479,,-0.0968,,0.0851,,0.3384,,-0.22,,01/01/2016,12/31/2017,-0.1837,,No,
FLORIDA HOSPITAL NEW SMYRNA,100014,FL,2019,2.3156,,10/01/2015,06/30/2017,2.3156,,0.0541,,-1.1259,,1.2116,,-0.1516,,-0.6564,,0.993,,01/01/2016,12/31/2017,0.3933,,Yes,
HALIFAX HEALTH MEDICAL CENTER,100017,FL,2019,0.6731,,10/01/2015,06/30/2017,0.6731,,0.6078,,1.1012,,1.3947,,0.3236,,-0.0027,,0.2221,,01/01/2016,12/31/2017,0.6176,,Yes,
NAPLES COMMUNITY HOSPITAL,100018,FL,2019,-1.4725,,10/01/2015,06/30/2017,-1.4725,,0.0389,,-0.8119,,0.751,,-0.5186,,0.5658,,0.2083,,01/01/2016,12/31/2017,-0.1878,,No,
HOLMES REGIONAL MEDICAL CENTER,100019,FL,2019,0.2376,,10/01/2015,06/30/2017,0.2376,,0.5276,,-0.3503,,1.4872,,0.5273,,0.7213,,0.2525,,01/01/2016,12/31/2017,0.4841,,Yes,
JACKSON MEMORIAL HOSPITAL,100022,FL,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.2741,,-0.5737,,-0.0462,,-0.3865,,2.196,,0.1807,,01/01/2016,12/31/2017,0.585,,Yes,
CITRUS MEMORIAL HOSPITAL,100023,FL,2019,0.3251,,10/01/2015,06/30/2017,0.3251,,-0.0546,,0.9424,,0.0009,,-0.4544,,-1.0009,,0.2387,,01/01/2016,12/31/2017,0.0023,,No,
SACRED HEART HOSPITAL,100025,FL,2019,1.1755,,10/01/2015,06/30/2017,1.1755,,-0.1064,,-0.6864,,0.0707,,0.6667,,0.1729,,-0.756,,01/01/2016,12/31/2017,0.0859,,No,
BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM,100026,FL,2019,-0.1463,,10/01/2015,06/30/2017,-0.1463,,0.386,,2.2018,,-0.5172,,-0.7205,,1.661,,-0.6952,,01/01/2016,12/31/2017,0.3062,,No,
PARRISH MEDICAL CENTER,100028,FL,2019,1.8359,,10/01/2015,06/30/2017,1.8359,,-0.092,,-0.8156,,-0.8783,,-1.4966,,2.196,,0.5343,,01/01/2016,12/31/2017,0.1972,,No,
NORTH SHORE MEDICAL CENTER,100029,FL,2019,0.8184,,10/01/2015,06/30/2017,0.8184,,0.0761,,0.4586,,0.8452,,-1.1205,,0.8149,,-0.6178,,01/01/2016,12/31/2017,0.1874,,No,
HEALTH CENTRAL,100030,FL,2019,-0.5664,,10/01/2015,06/30/2017,-0.5664,,1.1653,,1.2231,,1.5186,,0.2465,,2.196,,0.6421,,01/01/2016,12/31/2017,0.9055,,Yes,
BAYFRONT HEALTH - ST PETERSBURG,100032,FL,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.0384,,-0.6956,,0.0166,,0.7365,,0.2966,,-0.1619,,01/01/2016,12/31/2017,0.3847,,Yes,
MOUNT SINAI MEDICAL CENTER,100034,FL,2019,0.2737,,10/01/2015,06/30/2017,0.2737,,0.0333,,-0.1767,,0.2242,,0.3786,,-0.0261,,-0.2338,,01/01/2016,12/31/2017,0.0693,,No,
MANATEE MEMORIAL HOSPITAL,100035,FL,2019,1.5845,,10/01/2015,06/30/2017,1.5845,,0.3902,,0.501,,0.0463,,0.931,,0.524,,-0.0514,,01/01/2016,12/31/2017,0.5693,,Yes,
MEMORIAL REGIONAL HOSPITAL,100038,FL,2019,0.2131,,10/01/2015,06/30/2017,0.2131,,-0.0981,,-0.2598,,0.5033,,-0.614,,-0.1431,,0.0232,,01/01/2016,12/31/2017,-0.0514,,No,
BROWARD HEALTH MEDICAL CENTER,100039,FL,2019,1.6771,,10/01/2015,06/30/2017,1.6771,,0.1518,,-0.5423,,0.1736,,1.1952,,0.3986,,-0.4659,,01/01/2016,12/31/2017,0.3806,,Yes,
ST VINCENT'S MEDICAL CENTER RIVERSIDE,100040,FL,2019,0.7211,,10/01/2015,06/30/2017,0.7211,,-0.4407,,-0.7584,,0.0184,,-0.3168,,-0.3605,,-0.7864,,01/01/2016,12/31/2017,-0.2665,,No,
MEASE DUNEDIN HOSPITAL,100043,FL,2019,0.3028,,10/01/2015,06/30/2017,0.3028,,-0.5321,,0.2222,,-0.2834,,-0.2838,,-1.4406,,-0.8748,,01/01/2016,12/31/2017,-0.4068,,No,
MARTIN MEDICAL CENTER,100044,FL,2019,1.6133,,10/01/2015,06/30/2017,1.6133,,0.0648,,-0.6587,,-0.8591,,0.3842,,1.1995,,0.258,,01/01/2016,12/31/2017,0.2971,,No,
FLORIDA HOSPITAL DELAND,100045,FL,2019,0.948,,10/01/2015,06/30/2017,0.948,,-1.0738,,-1.0188,,-1.5202,,-1.0783,,-0.8905,,-0.861,,01/01/2016,12/31/2017,-0.7705,,No,
FLORIDA HOSPITAL ZEPHYRHILLS,100046,FL,2019,-0.9524,,10/01/2015,06/30/2017,-0.9524,,-0.614,,-0.6328,,-0.9166,,0.3897,,-0.7952,,-1.1152,,01/01/2016,12/31/2017,-0.6648,,No,
BAYFRONT HEALTH PUNTA GORDA,100047,FL,2019,0.4031,,10/01/2015,06/30/2017,0.4031,,0.1666,,2.2018,,-0.6672,,Not Available,5 - Results are not available for this reporting period.,-0.5929,,-0.2752,,01/01/2016,12/31/2017,0.2021,,No,
JAY HOSPITAL,100048,FL,2019,-0.05,,10/01/2015,06/30/2017,-0.05,,1.9711,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,1.9711,,01/01/2016,12/31/2017,1.6679,,Yes,
HIGHLANDS REGIONAL MEDICAL CENTER,100049,FL,2019,1.1262,,10/01/2015,06/30/2017,1.1262,,-0.1763,,-0.2228,,-0.2485,,-0.8067,,1.5807,,-1.1843,,01/01/2016,12/31/2017,0.0191,,No,
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,100050,FL,2019,-0.746,,10/01/2015,06/30/2017,-0.746,,1.5147,,2.2018,,2.1658,,0.83,,2.0957,,0.2801,,01/01/2016,12/31/2017,1.1756,,Yes,
SOUTH LAKE HOSPITAL,100051,FL,2019,-1.0355,,10/01/2015,06/30/2017,-1.0355,,0.0444,,-0.1748,,-0.5573,,1.3236,,-0.1799,,-0.1896,,01/01/2016,12/31/2017,-0.1176,,No,
WINTER HAVEN HOSPITAL,100052,FL,2019,0.7776,,10/01/2015,06/30/2017,0.7776,,-0.0842,,-0.4925,,0.1527,,0.6392,,-0.3705,,-0.3498,,01/01/2016,12/31/2017,0.0451,,No,
HIALEAH HOSPITAL,100053,FL,2019,0.228,,10/01/2015,06/30/2017,0.228,,0.6865,,1.7162,,-0.6585,,-0.5737,,2.196,,0.7526,,01/01/2016,12/31/2017,0.6178,,Yes,
TWIN CITIES HOSPITAL,100054,FL,2019,-0.6623,,10/01/2015,06/30/2017,-0.6623,,0.3715,,2.1538,,-0.7143,,-0.1865,,Not Available,5 - Results are not available for this reporting period.,0.2332,,01/01/2016,12/31/2017,0.2165,,No,
FLORIDA HOSPITAL NORTH PINELLAS,100055,FL,2019,1.1569,,10/01/2015,06/30/2017,1.1569,,-1.3415,,-1.4878,,-1.0928,,-1.4966,,-1.4406,,-1.1898,,01/01/2016,12/31/2017,-0.9668,,No,
FLORIDA HOSPITAL WATERMAN,100057,FL,2019,0.24,,10/01/2015,06/30/2017,0.24,,-0.494,,-0.9984,,-0.1247,,0.008,,-0.6347,,-0.7201,,01/01/2016,12/31/2017,-0.3839,,No,
FLORIDA HOSPITAL OCALA,100062,FL,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,-0.1917,,0.2794,,-0.4997,,-0.2819,,0.3384,,-0.7947,,01/01/2016,12/31/2017,-0.3966,,No,
MORTON PLANT NORTH BAY HOSPITAL,100063,FL,2019,-0.8258,,10/01/2015,06/30/2017,-0.8258,,-0.1775,,-0.4149,,0.0951,,-0.5737,,0.0876,,-0.0818,,01/01/2016,12/31/2017,-0.2748,,No,
ST ANTHONYS HOSPITAL,100067,FL,2019,1.2442,,10/01/2015,06/30/2017,1.2442,,-0.0852,,-0.341,,0.5905,,-0.3039,,-0.4474,,0.0757,,01/01/2016,12/31/2017,0.1142,,No,
FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,100068,FL,2019,0.5981,,10/01/2015,06/30/2017,0.5981,,-0.5526,,-0.5275,,-0.8102,,-1.3076,,0.315,,-0.4327,,01/01/2016,12/31/2017,-0.38,,No,
FLORIDA HOSPITAL CARROLLWOOD,100069,FL,2019,-0.6424,,10/01/2015,06/30/2017,-0.6424,,-0.5966,,-1.4878,,-1.0143,,-0.5205,,1.6325,,-1.5932,,01/01/2016,12/31/2017,-0.6035,,No,
VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,100070,FL,2019,1.6937,,10/01/2015,06/30/2017,1.6937,,-0.6905,,-0.2561,,-0.498,,-0.3039,,-0.9424,,-1.4523,,01/01/2016,12/31/2017,-0.3329,,No,
BAYFRONT HEALTH BROOKSVILLE,100071,FL,2019,1.342,,10/01/2015,06/30/2017,1.342,,0.6422,,1.6681,,0.5086,,-0.403,,2.196,,-0.7587,,01/01/2016,12/31/2017,0.7472,,Yes,
FLORIDA HOSPITAL FISH MEMORIAL,100072,FL,2019,0.8132,,10/01/2015,06/30/2017,0.8132,,-0.4602,,0.8094,,-0.5259,,-1.2287,,-0.8069,,-0.5488,,01/01/2016,12/31/2017,-0.2692,,No,
HOLY CROSS HOSPITAL,100073,FL,2019,-0.5143,,10/01/2015,06/30/2017,-0.5143,,0.5577,,0.4549,,-0.4736,,0.6135,,1.3249,,0.8687,,01/01/2016,12/31/2017,0.3969,,Yes,
ST JOSEPHS HOSPITAL,100075,FL,2019,-1.1558,,10/01/2015,06/30/2017,-1.1558,,-0.0615,,-0.2228,,0.4667,,0.1786,,-0.2501,,-0.4797,,01/01/2016,12/31/2017,-0.2256,,No,
BAYFRONT HEALTH PORT CHARLOTTE,100077,FL,2019,1.8159,,10/01/2015,06/30/2017,1.8159,,-0.8243,,-1.1333,,-1.0702,,-1.0195,,-0.9825,,0.084,,01/01/2016,12/31/2017,-0.4283,,No,
JFK MEDICAL CENTER,100080,FL,2019,0.3752,,10/01/2015,06/30/2017,0.3752,,0.2303,,1.1954,,-0.8556,,-0.1021,,0.8133,,0.1005,,01/01/2016,12/31/2017,0.252,,No,
HEALTHMARK REGIONAL MEDICAL CENTER,100081,FL,2019,-0.1981,,10/01/2015,06/30/2017,-0.1981,,-1.9247,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.9247,,01/01/2016,12/31/2017,-1.6657,,No,
LEESBURG REGIONAL MEDICAL CENTER,100084,FL,2019,-1.2821,,10/01/2015,06/30/2017,-1.2821,,0.4359,,0.0726,,-0.0671,,-0.0104,,1.6526,,0.5316,,01/01/2016,12/31/2017,0.1782,,No,
BROWARD HEALTH NORTH,100086,FL,2019,1.7103,,10/01/2015,06/30/2017,1.7103,,-0.3104,,-1.0298,,-0.7527,,0.5988,,0.4153,,-0.7836,,01/01/2016,12/31/2017,-0.0073,,No,
SARASOTA MEMORIAL HOSPITAL,100087,FL,2019,-1.2647,,10/01/2015,06/30/2017,-1.2647,,0.2061,,0.5343,,0.0149,,0.641,,-0.1164,,-0.0431,,01/01/2016,12/31/2017,-0.0145,,No,
BAPTIST MEDICAL CENTER JACKSONVILLE,100088,FL,2019,1.2258,,10/01/2015,06/30/2017,1.2258,,0.3896,,0.2444,,0.4283,,1.0759,,0.5106,,-0.3111,,01/01/2016,12/31/2017,0.515,,Yes,
FLAGLER HOSPITAL,100090,FL,2019,2.0865,,10/01/2015,06/30/2017,2.0865,,-0.0958,,-0.3909,,-0.327,,0.9401,,-1.2132,,0.5122,,01/01/2016,12/31/2017,0.2316,,No,
STEWARD ROCKLEDGE HOSPITAL,100092,FL,2019,0.4722,,10/01/2015,06/30/2017,0.4722,,0.2186,,-0.4777,,0.0812,,-0.0691,,1.7262,,-0.1675,,01/01/2016,12/31/2017,0.2567,,No,
BAPTIST HOSPITAL,100093,FL,2019,-0.6072,,10/01/2015,06/30/2017,-0.6072,,-0.1412,,0.4586,,-0.6428,,0.0282,,0.3551,,-0.9052,,01/01/2016,12/31/2017,-0.2111,,No,
